,house_name,zone,meters,direction,decora,Elevator,floor,year,floorh,totalPrice,unitPrice
15177,市政天元城 ,2室1厅,67.95平米,北,其他,有电梯,13,2006,低楼层,171,25166
15178,亲水湾花园 ,3室2厅,101.34平米,南北,其他,有电梯,11,2009,低楼层,278,27433
15179,天地新城天琴座 ,2室2厅,95.19平米,南北,精装,无电梯,6,2004,低楼层,228,23953
15180,天地新城天琴座 ,2室2厅,95.19平米,南北,精装,无电梯,6,2004,低楼层,228,23953
15181,紫峰公馆 ,3室2厅,108.26平米,南,精装,有电梯,18,2013,低楼层,358,33069
15182,天鹅湖花园 ,2室2厅,79.23平米,南北,精装,NA,6,2013,中楼层,225,28399
15183,水月秦淮 ,3室1厅,126.59平米,南,精装,有电梯,18,2007,高楼层,347,27412
15184,鸿意万嘉 ,2室2厅,73.29平米,南,精装,NA,11,2012,高楼层,210,28654
15185,武夷绿洲品茗苑 ,2室2厅,76.43平米,南北,精装,无电梯,6,2009,低楼层,221,28916
15186,南航揽翠苑 ,4室2厅,162.81平米,南北,毛坯,有电梯,11,2005,低楼层,378,23218
15187,湖滨世纪花园 ,2室2厅,92.92平米,南北,其他,无电梯,6,2000,中楼层,254,27336
15188,亲水湾花园 ,3室2厅,113.79平米,南北,毛坯,有电梯,16,2009,低楼层,308,27068
15189,金陵天成 ,2室1厅,75.42平米,西北,精装,有电梯,18,2010,低楼层,175,23204
15190,爱涛漪水园荣晖苑 ,4室3厅,217.77平米,南北,其他,无电梯,6,2004,高楼层,470,21583
15191,百家湖西花园伦敦城 ,4室2厅,140.54平米,南北,精装,无电梯,6,2006,中楼层,350,24904
15192,山水方舟 ,5室3厅,180.89平米,南北,毛坯,无电梯,6,2007,高楼层,385,21284
15193,天泰青城苑 ,1室0厅,36.29平米,北,精装,有电梯,32,2012,中楼层,96,26454
15194,天元吉第城 ,2室2厅,60.29平米,南北,简装,无电梯,6,2006,高楼层,210,34832
15195,莱茵东郡 ,3室2厅,117.66平米,南北,精装,无电梯,6,2002,高楼层,280,23798
15196,枫情家园 ,3室2厅,108平米,南,精装,有电梯,12,2015,中楼层,313,28982
15197,三钢生活区 ,2室1厅,71.88平米,南北,简装,无电梯,6,1996,高楼层,170,23651
15198,翠屏清华园 ,4室2厅,195.36平米,南北,精装,无电梯,5,2005,高楼层,395,20220
15199,金王府 ,2室2厅,99.01平米,南北,精装,有电梯,16,2010,高楼层,332,33532
15200,水月秦淮 ,3室2厅,135平米,南北,精装,NA,18,2007,低楼层,350,25926
15201,华汇康城 ,6室2厅,176.99平米,南,毛坯,有电梯,11,2009,高楼层,300,16951
15202,亲水湾花园 ,2室1厅,71.28平米,南,精装,有电梯,16,2009,低楼层,242,33951
15203,亲水湾花园 ,3室2厅,113.52平米,南北,精装,有电梯,15,2009,高楼层,338,29775
15204,百家湖西花园伦敦城 ,4室2厅,140.02平米,南北,简装,无电梯,6,2006,低楼层,338,24140
15205,水月秦淮 ,2室2厅,98.13平米,南,精装,有电梯,18,2007,高楼层,242,24662
15206,江南青年城惠山苑 ,3室2厅,119.14平米,南北,精装,无电梯,6,2005,低楼层,238,19977
15207,北晨雅居 ,2室2厅,87.59平米,南,精装,NA,11,2010,中楼层,188,21464
15208,百家湖国际花园 ,3室2厅,127.7平米,东东南南,精装,有电梯,28,2006,高楼层,346,27095
15209,亲水湾花园 ,2室2厅,96.67平米,南北,简装,有电梯,16,2009,低楼层,268,27724
15210,亲水湾花园 ,2室2厅,96.67平米,南北,简装,有电梯,16,2009,低楼层,268,27724
15211,东郊小镇第四街区 ,2室1厅,48.53平米,南,精装,无电梯,7,2009,中楼层,132,27200
15212,世纪东山 ,3室2厅,98.36平米,南,精装,无电梯,6,2008,高楼层,198,20131
15213,天元吉第城 ,5室2厅,95.2平米,南北,精装,无电梯,6,2006,高楼层,320,33614
15214,翰香苑 ,3室2厅,88.86平米,南北,简装,有电梯,11,2010,低楼层,185,20820
15215,东渡国际青年城 ,2室2厅,84.24平米,南北,精装,有电梯,21,2011,高楼层,238,28253
15216,锦绣花园紫桂园 ,2室2厅,76.72平米,南北,精装,无电梯,5,2007,中楼层,163,21247
15217,南方花园C组团 ,2室2厅,87.8平米,南北,精装,无电梯,6,2003,中楼层,232,26424
15218,挪威森林 ,2室2厅,91.53平米,南北,精装,有电梯,11,2006,中楼层,256,27969
15219,华汇康城 ,2室2厅,84.17平米,南北,精装,有电梯,11,2009,中楼层,180,21386
15220,瀛洲湾 ,2室2厅,75.4平米,南,精装,有电梯,11,2006,高楼层,198,26260
15221,东郊小镇第二街区 ,2室1厅,64.79平米,东西,精装,无电梯,6,2007,低楼层,142,21917
15222,江南文枢苑云泊居 ,5室2厅,215.75平米,南北,简装,NA,3,2002,低楼层,390,18077
15223,东郊小镇第八街区 ,2室2厅,76.45平米,南,其他,NA,5,2013,中楼层,177,23153
15224,挪威森林 ,3室2厅,135.28平米,南,其他,有电梯,11,2006,低楼层,359,26538
15225,武夷绿洲品茗苑 ,3室2厅,128.61平米,南北,其他,有电梯,17,2009,低楼层,350,27215
15226,东郊小镇第二街区 ,3室2厅,113.21平米,东西,其他,无电梯,6,2007,高楼层,195,17225
15227,武夷绿洲品兰苑 ,2室2厅,98.93平米,南,精装,有电梯,27,2013,中楼层,295,29820
15228,莱茵东郡 ,3室2厅,114.85平米,南北,其他,无电梯,3,2002,低楼层,385,33522
15229,宁湖园岚岛别墅 ,3室2厅,86平米,南北,精装,无电梯,6,2002,中楼层,248,28838
15230,武夷绿洲观竹苑 ,3室2厅,110.94平米,南北,精装,无电梯,6,2007,高楼层,310,27944
15231,21世纪现代城 ,2室2厅,105.69平米,南北,精装,有电梯,10,2007,低楼层,326,30845
15232,武夷绿洲品兰苑 ,2室1厅,68平米,南,其他,有电梯,18,2013,低楼层,202,29706
15233,翠屏国际广场苑 ,1室0厅,49.7平米,北,简装,有电梯,8,2006,中楼层,100,20121
15234,世纪东山 ,2室2厅,97.62平米,南北,其他,NA,9,2009,高楼层,248,25405
15235,挪威森林 ,3室2厅,139.82平米,南,其他,无电梯,5,2006,高楼层,335,23960
15236,世纪东山 ,4室3厅,153.96平米,南北,毛坯,无电梯,6,2008,高楼层,280,18187
15237,南京恒大绿洲 ,4室2厅,169.76平米,南,精装,有电梯,31,2011,中楼层,435,25625
15238,武夷绿洲品茗苑 ,3室2厅,129.7平米,南北,简装,有电梯,11,2009,中楼层,336,25906
15239,中粮彩云居 ,2室2厅,76.7平米,南,其他,有电梯,11,2012,低楼层,230,29987
15240,中粮彩云居 ,2室2厅,76.7平米,南,其他,有电梯,11,2012,低楼层,230,29987
15241,南方花园A组团 ,3室2厅,102.49平米,南,精装,无电梯,6,2000,中楼层,260,25369
15242,名嘉佳园小区 ,3室1厅,87.09平米,南北,其他,有电梯,10,2006,中楼层,240,27558
15243,武夷绿洲观竹苑 ,2室2厅,86.79平米,南北,精装,有电梯,16,2007,高楼层,243,27999
15244,天地新城天玑座 ,2室2厅,87.37平米,南北,精装,无电梯,6,2006,中楼层,225,25753
15245,文化名园上筑园 ,2室1厅,66.91平米,北,其他,有电梯,16,2008,高楼层,189,28247
15246,山水华门岭秀苑 ,联排别墅,4室2厅,223.1平米,南北,精装,1,2011,1层2,830,37204
15247,东郊小镇第一街区 ,3室2厅,107.33平米,南北,精装,无电梯,6,2007,中楼层,198,18448
15248,天元吉第城 ,1室1厅,39.99平米,南,精装,无电梯,6,2006,中楼层,112,28008
15249,东郊小镇第八街区 ,2室1厅,41.03平米,西北,其他,有电梯,9,2013,高楼层,105,25592
15250,上善居 ,2室2厅,84.93平米,南,其他,NA,11,2011,低楼层,190,22372
15251,盈家春天 ,3室1厅,82.61平米,西南,精装,NA,18,2004,中楼层,205,24816
15252,江南青年城绯云苑 ,4室2厅,146.4平米,南北,精装,无电梯,6,2005,高楼层,320,21858
15253,21世纪现代城 ,4室2厅,162.83平米,南北,精装,无电梯,6,2007,高楼层,400,24566
15254,明月港湾 ,2室2厅,96.97平米,南北,精装,有电梯,11,2008,高楼层,262,27019
15255,21世纪假日花园 ,4室2厅,155.68平米,南,精装,无电梯,6,2001,低楼层,400,25694
15256,华汇康城 ,5室2厅,148.09平米,南北,精装,无电梯,6,2009,高楼层,262,17692
15257,丹佛小镇 ,1室0厅,34.87平米,北,精装,有电梯,9,2009,中楼层,82,23516
15258,翠屏清华园 ,2室2厅,99.18平米,南北,简装,有电梯,11,2005,低楼层,260,26215
15259,华汇康城 ,6室3厅,177.46平米,南北,精装,有电梯,11,2009,高楼层,369,20794
15260,丹佛小镇 ,1室0厅,43.99平米,西,毛坯,NA,9,2009,中楼层,90,20460
15261,东郊小镇第六街区 ,3室2厅,88.74平米,南,其他,有电梯,6,2010,中楼层,185,20848
15262,东郊小镇第三街区 ,2室2厅,81.89平米,南,其他,无电梯,6,2008,低楼层,175,21371
15263,湖滨公寓 ,3室2厅,120.2平米,南北,简装,无电梯,6,2000,中楼层,320,26623
15264,天泰青城苑 ,2室1厅,74.97平米,南,精装,NA,32,2012,高楼层,196,26144
15265,武夷绿洲品兰苑 ,2室1厅,68平米,南北,其他,NA,18,2013,低楼层,190,27942
15266,托乐嘉贵邻居 ,2室2厅,76.58平米,南,精装,有电梯,27,2013,中楼层,235,30687
15267,金轮第一城 ,3室2厅,94.2平米,南北,其他,无电梯,6,2002,中楼层,251,26646
15268,文化名园上筑园 ,2室1厅,65.05平米,南,其他,有电梯,18,2008,中楼层,210,32283
15269,东方龙湖湾 ,2室2厅,88.88平米,南,其他,有电梯,11,2011,中楼层,250,28128
15270,左邻右里 ,5室3厅,264.24平米,南北,毛坯,无电梯,5,2008,高楼层,530,20058
15271,明月港湾 ,2室2厅,87.43平米,南北,其他,NA,6,2003,高楼层,208,23791
15272,金王府 ,2室2厅,106.23平米,南,精装,有电梯,16,2010,中楼层,342,32195
15273,紫峰公馆 ,3室2厅,87.21平米,南,毛坯,有电梯,18,2013,高楼层,275,31534
15274,颐和南园 ,3室3厅,262.1平米,南北,毛坯,有电梯,20,2015,高楼层,650,24800
15275,南航揽翠苑 ,3室2厅,138.67平米,南北,其他,有电梯,22,2005,中楼层,340,24519
15276,文化名园滨水轩 ,3室2厅,122.2平米,南,其他,无电梯,5,2003,中楼层,366,29951
15277,水月秦淮 ,2室2厅,95.63平米,南,简装,有电梯,19,2007,中楼层,258,26979
15278,湖滨世纪花园 ,2室2厅,92.08平米,南,其他,无电梯,5,2003,中楼层,255,27694
15279,翠屏湾花园城 ,2室2厅,94.89平米,南北,其他,有电梯,6,2005,中楼层,212,22342
15280,东郊小镇第二街区 ,2室2厅,82.57平米,南北,其他,无电梯,6,2007,高楼层,165,19984
15281,银河湾紫苑 ,2室2厅,93.34平米,南北,其他,有电梯,10,2014,中楼层,215,23035
15282,百家湖国际花园 ,3室2厅,111.76平米,西南北,其他,有电梯,28,2006,中楼层,290,25949
15283,21世纪现代城 ,3室2厅,101.27平米,西,其他,无电梯,6,2007,中楼层,258,25477
15284,融侨世家 ,2室2厅,84.76平米,南北,精装,有电梯,17,2011,低楼层,224,26428
15285,武夷绿洲赏桂苑 ,5室3厅,177.24平米,南北,精装,有电梯,16,2005,高楼层,448,25277
15286,碧水湾花园 ,独栋别墅,5室3厅,231.26平米,南北,毛坯,2,2002,2层2,650,28107
15287,天元吉第城 ,3室2厅,66.91平米,南北,精装,无电梯,6,2006,高楼层,225,33628
15288,21世纪假日花园 ,6室3厅,260平米,南北,简装,无电梯,6,2001,低楼层,500,19231
15289,明月港湾 ,2室2厅,79.42平米,南北,精装,无电梯,6,2007,高楼层,221,27827
15290,明珠小区 ,2室1厅,75平米,南北,简装,NA,6,2001,中楼层,182,24267
15291,东郊小镇第三街区 ,3室2厅,103.24平米,南北,精装,无电梯,6,2008,中楼层,215,20826
15292,武夷花园 ,3室2厅,127.56平米,南北,其他,无电梯,5,2002,低楼层,355,27831
15293,托乐嘉贵邻居 ,2室2厅,76.58平米,南,其他,有电梯,27,2013,中楼层,225,29382
15294,百家湖西花园伦敦城 ,2室1厅,66.88平米,南,其他,有电梯,18,2006,高楼层,214,31998
15295,文鼎雅苑 ,2室1厅,86.82平米,南,其他,NA,18,2011,高楼层,203,23382
15296,锦绣花园紫桂园 ,3室2厅,94平米,南北,其他,无电梯,4,2007,高楼层,240,25532
15297,江南青年城惠山苑 ,3室2厅,104.54平米,南北,精装,无电梯,6,2005,高楼层,235,22480
15298,亲水湾花园 ,3室2厅,102.88平米,南北,精装,有电梯,8,2009,中楼层,308,29938
15299,中航樾府 ,叠拼别墅,5室3厅,159.45平米,南,毛坯,4,2014,上叠(,610,38257
15300,盈家春天 ,3室2厅,82.61平米,北,精装,有电梯,18,2004,低楼层,195,23605
15301,托乐嘉睦邻居 ,4室2厅,154.18平米,南北,简装,有电梯,11,2003,低楼层,420,27241
15302,南方花园瑞阳居 ,4室3厅,82.2平米,东南,精装,有电梯,10,2010,中楼层,248,30171
15303,南京恒大绿洲 ,4室2厅,188.17平米,南北,精装,有电梯,11,2009,高楼层,410,21789
15304,翠屏湾花园城 ,3室2厅,128.77平米,南北,精装,有电梯,6,2005,中楼层,265,20580
15305,合家春天 ,1室1厅,38.08平米,北,简装,无电梯,6,2010,低楼层,100,26261
15306,百家湖国际花园 ,3室2厅,125.76平米,南北,精装,有电梯,31,2008,低楼层,345,27434
15307,湖滨世纪花园 ,3室2厅,116.68平米,南北,其他,无电梯,6,2000,中楼层,280,23998
15308,翠屏国际广场苑 ,4室3厅,155.86平米,南北,精装,有电梯,11,2006,高楼层,430,27589
15309,山水华门浅水湾苑 ,联排别墅,3室2厅,137平米,南北,毛坯,4,2009,4层2,495,36132
15310,武夷绿洲观竹苑 ,3室2厅,104.1平米,南北,精装,无电梯,6,2007,低楼层,320,30740
15311,悦民公寓 ,2室2厅,92.99平米,南北,其他,无电梯,5,2005,中楼层,186,20003
15312,宜家国际公寓 ,2室2厅,83.92平米,南,精装,有电梯,11,2012,中楼层,207,24667
15313,华汇康城 ,3室2厅,117.92平米,南,其他,无电梯,6,2009,低楼层,240,20353
15314,欧陆经典花园 ,3室2厅,115.5平米,南北,精装,无电梯,5,2004,低楼层,318,27533
15315,锦绣花园紫桂园 ,2室2厅,88.86平米,南北,其他,无电梯,6,2007,中楼层,182,20482
15316,明月港湾 ,3室2厅,126.5平米,南北,其他,无电梯,6,2002,高楼层,325,25692
15317,高尔夫国际花园 ,2室1厅,84.72平米,南北,精装,NA,6,2014,高楼层,280,33051
15318,东方龙湖湾 ,2室2厅,77.31平米,南,其他,有电梯,8,2008,中楼层,210,27164
15319,锦绣花园丹桂园 ,2室2厅,86.5平米,南北,其他,NA,6,2002,高楼层,183,21157
15320,银河湾紫苑 ,3室2厅,125.47平米,南北,其他,NA,11,2014,低楼层,270,21520
15321,21世纪国际公寓 ,3室1厅,90.48平米,南,简装,NA,31,2011,中楼层,280,30947
15322,莱茵东郡 ,2室2厅,86.37平米,南北,精装,NA,3,2002,低楼层,235,27209
15323,金王府 ,2室1厅,77.93平米,南北,其他,无电梯,6,2005,低楼层,255,32722
15324,颐和美地 ,3室2厅,140.58平米,南北,其他,NA,3,NA,低楼层,419,29806
15325,世纪东山 ,3室2厅,126.99平米,南北,其他,NA,11,2009,高楼层,350,27562
15326,世纪东山 ,3室2厅,110.39平米,南,其他,NA,10,2008,中楼层,290,26271
15327,东渡国际青年城 ,2室2厅,84.24平米,南北,其他,NA,21,2011,中楼层,250,29678
15328,左岸名苑月桂阁 ,2室2厅,75.67平米,南北,其他,有电梯,18,2008,低楼层,230,30396
15329,瀛洲湾 ,3室2厅,132.98平米,南北,其他,无电梯,6,2006,中楼层,298,22410
15330,方山熙园 ,3室2厅,135.02平米,南北,其他,无电梯,6,2007,高楼层,279,20664
15331,东渡国际青年城 ,2室1厅,76.9平米,南,其他,有电梯,25,2009,高楼层,216,28089
15332,书香名门 ,2室1厅,75.25平米,南,精装,有电梯,11,2004,中楼层,188,24984
15333,左邻右里 ,4室3厅,136.82平米,南北,精装,有电梯,10,2010,高楼层,400,29236
15334,百家湖西花园伦敦城 ,2室1厅,66.91平米,南,精装,有电梯,18,2006,中楼层,215,32133
15335,华汇康城 ,3室2厅,106.25平米,南,精装,有电梯,11,2009,中楼层,220,20706
15336,翠屏湾花园城 ,3室2厅,182.24平米,南北,精装,无电梯,5,2005,低楼层,380,20852
15337,武夷花园 ,4室2厅,185.15平米,南,简装,无电梯,4,2002,高楼层,450,24305
15338,万科金域蓝湾 ,3室2厅,90.8平米,南,其他,NA,33,2013,中楼层,315,34692
15339,明月港湾 ,2室2厅,62.82平米,南北,精装,无电梯,6,2005,高楼层,192,30564
15340,武夷绿洲观竹苑 ,2室1厅,90.31平米,南北,精装,有电梯,16,2007,高楼层,243,26908
15341,骏景华庭 ,3室2厅,102.69平米,南北,精装,NA,18,2010,中楼层,315,30675
15342,万科金域蓝湾 ,3室2厅,118.05平米,南,精装,有电梯,18,2010,高楼层,420,35579
15343,盈家春天 ,3室1厅,84.17平米,南,精装,有电梯,18,2004,低楼层,200,23762
15344,万科金域蓝湾 ,2室2厅,79.03平米,南北,精装,有电梯,33,2013,高楼层,285,36063
15345,西苑 ,2室2厅,83.94平米,南北,精装,无电梯,6,2006,低楼层,198,23589
15346,翠屏国际水杉苑 ,5室3厅,231.78平米,南北,精装,无电梯,6,2006,高楼层,530,22867
15347,天元瑞沨名苑 ,2室1厅,57.49平米,东南,简装,有电梯,18,2007,低楼层,155,26962
15348,颐和南园 ,3室2厅,171.72平米,南北,毛坯,有电梯,20,2015,中楼层,400,23294
15349,东郊小镇第四街区 ,2室1厅,29.6平米,东南,精装,无电梯,7,2009,低楼层,106,35811
15350,托乐嘉友邻居 ,2室2厅,89.47平米,南北,精装,有电梯,10,2009,中楼层,285,31855
15351,托乐嘉睦邻居 ,4室2厅,136.09平米,南北,其他,有电梯,11,2003,高楼层,495,36373
15352,名嘉佳园小区 ,2室2厅,106.42平米,南北,精装,有电梯,10,2006,中楼层,290,27251
15353,天地新城天心座 ,3室2厅,116.83平米,南北,其他,无电梯,6,2006,高楼层,272,23282
15354,市政天元城 ,4室2厅,146.51平米,南北,精装,无电梯,6,2006,高楼层,320,21842
15355,东郊小镇第一街区 ,5室2厅,155.88平米,南北,其他,无电梯,6,2006,高楼层,260,16680
15356,江南青年城楚襄园 ,3室2厅,95.02平米,南北,精装,无电梯,6,2005,高楼层,220,23154
15357,东渡国际青年城 ,3室2厅,104.28平米,南北,精装,有电梯,24,2010,高楼层,282,27043
15358,21世纪假日花园 ,4室2厅,178.24平米,南北,其他,NA,6,2001,中楼层,438,24574
15359,丹佛小镇 ,2室2厅,66.9平米,南,其他,有电梯,11,2009,低楼层,178,26607
15360,盈家春天 ,1室1厅,54.26平米,北,其他,有电梯,8,2004,高楼层,115,21195
15361,21世纪现代城 ,3室2厅,134.39平米,南北,其他,无电梯,6,2007,中楼层,345,25672
15362,21世纪假日花园 ,4室2厅,178.24平米,南北,其他,NA,6,2001,中楼层,438,24574
15363,同曦艺术家园 ,3室2厅,138.56平米,东南北,其他,有电梯,11,2007,低楼层,419,30240
15364,盈家春天 ,1室1厅,44.74平米,北,其他,有电梯,18,2004,低楼层,105,23469
15365,天地新城天琴座 ,3室2厅,124.74平米,南北,精装,无电梯,6,2004,中楼层,278,22287
15366,天地新城天琴座 ,2室2厅,96.48平米,南北,简装,无电梯,6,2004,高楼层,219,22700
15367,同曦国际广场 ,3室2厅,137.08平米,南北,精装,有电梯,25,2011,低楼层,390,28451
15368,托乐嘉单身公寓 ,1室0厅,44.94平米,北,简装,有电梯,11,2003,高楼层,94,20917
15369,市政天元城 ,2室2厅,95.03平米,南北,其他,无电梯,6,2006,高楼层,255,26834
15370,水月秦淮 ,2室2厅,94.22平米,南,其他,有电梯,18,2009,高楼层,225,23881
15371,东郊小镇第六街区 ,2室1厅,47.99平米,南,其他,无电梯,7,2010,低楼层,120,25006
15372,江南青年城翠湾苑 ,3室2厅,114.76平米,南北,精装,有电梯,11,2005,低楼层,248,21611
15373,博学苑 ,6室2厅,184平米,南北,其他,无电梯,3,2010,低楼层,433,23533
15374,同仁康桥水岸 ,3室2厅,125.94平米,南北,其他,有电梯,11,2011,中楼层,338,26839
15375,翠屏湾花园城 ,3室2厅,136.92平米,东南北,精装,无电梯,5,2005,中楼层,270,19720
15376,21世纪假日花园 ,3室2厅,153.13平米,东南北,简装,无电梯,6,2001,中楼层,340,22204
15377,汇景新苑 ,2室2厅,96.51平米,南北,其他,无电梯,6,2004,高楼层,235,24350
15378,中南麒麟锦城 ,2室2厅,87.62平米,南北,简装,有电梯,16,2005,高楼层,180,20544
15379,华汇康城 ,2室2厅,85.72平米,南,简装,有电梯,8,2009,低楼层,168,19599
15380,瑞景文华 ,叠拼别墅,4室2厅,184.6平米,南,其他,4,2006,上叠(,460,24919
15381,锦绣花园丹桂园 ,3室2厅,131.85平米,南北,精装,无电梯,6,2002,低楼层,260,19720
15382,银河湾紫苑 ,3室2厅,107平米,南,精装,有电梯,11,2014,低楼层,235,21963
15383,湖滨世纪花园 ,2室2厅,95.17平米,南北,其他,无电梯,6,2000,高楼层,260,27320
15384,锦绣花园茶花园 ,独栋别墅,4室2厅,275.04平米,南北,毛坯,3,NA,3层板,560,20361
15385,锦绣花园茶花园 ,独栋别墅,5室2厅,244.21平米,东南西北,其他,3,NA,3层板,560,22932
15386,翠屏国际水杉苑 ,3室2厅,130.79平米,南北,其他,无电梯,6,2006,低楼层,358,27373
15387,亲水湾花园 ,3室2厅,113.79平米,南北,其他,有电梯,16,2009,低楼层,318,27947
15388,东方红郡 ,3室2厅,103.43平米,南北,其他,有电梯,11,2014,中楼层,270,26105
15389,汇景新苑 ,3室2厅,109.05平米,南北,精装,无电梯,6,2004,高楼层,260,23843
15390,汇景新苑 ,3室2厅,109.05平米,南北,精装,无电梯,6,2004,高楼层,260,23843
15391,水月秦淮 ,8室2厅,226.16平米,南北,精装,有电梯,18,2009,高楼层,565,24983
15392,骏景华庭 ,3室2厅,117.86平米,南北,精装,有电梯,18,2010,高楼层,366,31054
15393,东郊小镇第三街区 ,3室2厅,90.19平米,南,其他,无电梯,6,2008,高楼层,184,20402
15394,百家湖西花园伦敦城 ,3室1厅,79.64平米,南北,其他,有电梯,16,2006,高楼层,258,32396
15395,银河湾紫苑 ,3室2厅,106.42平米,南北,其他,有电梯,11,2014,中楼层,255,23962
15396,亲水湾花园 ,3室1厅,62.12平米,北,其他,有电梯,8,2009,中楼层,188,30265
15397,东郊小镇邻里中心 ,2室1厅,39.54平米,北,精装,有电梯,7,2013,高楼层,110,27820
15398,东城家园 ,4室2厅,132.4平米,南北,其他,无电梯,6,2006,中楼层,290,21904
15399,明月港湾 ,2室2厅,79.98平米,南北,其他,无电梯,6,2005,高楼层,235,29383
15400,阳光之旅 ,5室2厅,160.59平米,南北,其他,无电梯,6,2003,高楼层,252,15693
15401,武夷绿洲赏桂苑 ,2室1厅,97.33平米,南北,精装,有电梯,16,2005,中楼层,262,26919
15402,商苑新村 ,2室2厅,51.5平米,南北,其他,无电梯,5,2009,高楼层,159,30874
15403,托乐嘉友邻居 ,3室2厅,136.72平米,南北,其他,NA,11,2009,中楼层,385,28160
15404,金王府 ,4室2厅,125.02平米,南北,毛坯,有电梯,11,2010,高楼层,370,29596
15405,银河湾花园 ,1室0厅,54.37平米,南,毛坯,有电梯,16,2008,中楼层,92,16922
15406,南方花园C组团 ,4室2厅,123.93平米,南北,精装,无电梯,6,2003,高楼层,305,24611
15407,翠屏国际银杏苑 ,4室2厅,174.71平米,南北,毛坯,有电梯,7,2006,高楼层,450,25757
15408,融侨世家 ,3室2厅,90.07平米,南北,简装,NA,18,2011,中楼层,240,26646
15409,合家春天 ,2室2厅,76.64平米,南,其他,NA,16,2010,高楼层,208,27140
15410,21世纪国际公寓 ,2室2厅,81.45平米,南,精装,有电梯,31,2011,中楼层,280,34377
15411,万科金域蓝湾 ,3室2厅,89.83平米,南北,其他,有电梯,32,2014,中楼层,318,35401
15412,亲水湾花园 ,1室1厅,34.43平米,北,简装,有电梯,7,2009,高楼层,96,27883
15413,湖滨世纪花园 ,5室3厅,123.4平米,南北,精装,无电梯,5,2003,高楼层,350,28364
15414,天泰青城苑 ,2室1厅,71.65平米,南,精装,有电梯,32,2012,高楼层,205,28612
15415,万科金域蓝湾 ,3室2厅,117平米,南,其他,有电梯,18,2010,中楼层,418,35727
15416,世纪东山 ,2室2厅,96.82平米,南北,其他,有电梯,9,2008,中楼层,230,23756
15417,托乐嘉友邻居 ,2室2厅,89.47平米,南北,精装,有电梯,10,2009,中楼层,270,30178
15418,融侨世家 ,3室2厅,86.23平米,南,其他,有电梯,18,2011,中楼层,240,27833
15419,文博苑 ,2室2厅,89.94平米,南北,其他,NA,11,2010,中楼层,218,24239
15420,万科金域蓝湾 ,3室2厅,89.83平米,南北,其他,有电梯,32,2014,中楼层,318,35401
15421,翠屏湾花园城 ,3室2厅,128.38平米,南,精装,无电梯,6,2005,中楼层,270,21032
15422,21世纪国际公寓 ,1室1厅,52.73平米,东北,精装,有电梯,32,2011,高楼层,151,28637
15423,融侨世家 ,3室2厅,90.88平米,南,精装,NA,18,2011,低楼层,238,26189
15424,天泰青城苑 ,1室0厅,36.35平米,北,精装,有电梯,32,2012,中楼层,96,26410
15425,翠屏国际金榕苑 ,3室2厅,145.38平米,南北,精装,有电梯,12,2006,低楼层,360,24763
15426,盈家春天 ,2室2厅,69.45平米,南,精装,有电梯,18,2004,中楼层,191,27502
15427,天元吉第城 ,5室2厅,103.89平米,南北,精装,无电梯,6,2006,高楼层,350,33690
15428,怡湖华庭 ,2室1厅,70.62平米,南,精装,有电梯,26,2012,低楼层,236,33419
15429,湖滨世纪花园 ,3室2厅,116.68平米,南,其他,NA,6,2000,中楼层,289,24769
15430,康博花园亲情公寓 ,2室1厅,73.86平米,东南,其他,有电梯,11,2010,中楼层,186,25183
15431,东郊小镇第三街区 ,2室1厅,69.23平米,南北,精装,无电梯,6,2008,中楼层,155,22390
15432,武夷绿洲品茗苑 ,2室2厅,79.15平米,南北,精装,无电梯,6,2008,高楼层,228,28807
15433,东郊小镇第三街区 ,2室2厅,65.16平米,东西,其他,NA,5,2008,中楼层,145,22253
15434,21世纪假日花园 ,4室2厅,152.57平米,南,其他,无电梯,6,2001,低楼层,380,24907
15435,紫峰公馆 ,3室2厅,88.72平米,南北,精装,有电梯,18,2013,高楼层,305,34378
15436,东方龙湖湾 ,4室2厅,133.1平米,南,其他,有电梯,11,2011,低楼层,380,28550
15437,同曦青春水岸 ,2室2厅,89.47平米,南,精装,有电梯,16,2014,中楼层,315,35208
15438,文鼎雅苑 ,2室1厅,86.82平米,南,其他,NA,18,2011,中楼层,202,23267
15439,香山美墅 ,3室2厅,137.12平米,南北,其他,无电梯,4,2009,中楼层,439,32016
15440,合家春天 ,2室1厅,74.35平米,南北,其他,有电梯,18,2010,高楼层,200,26900
15441,翠屏湾花园城 ,3室2厅,132.76平米,南北,其他,无电梯,6,2005,低楼层,268,20187
15442,悦民公寓北区 ,2室1厅,77.28平米,南,其他,NA,5,NA,高楼层,140,18116
15443,万裕龙庭水岸 ,3室2厅,101平米,南北,其他,有电梯,24,2017,低楼层,255,25248
15444,武夷花园 ,2室2厅,88.14平米,南北,其他,无电梯,3,2002,低楼层,275,31201
15445,宜家国际公寓 ,2室2厅,79.28平米,南,其他,有电梯,11,2012,低楼层,210,26489
15446,爱秦湾 ,3室2厅,92.41平米,南北,其他,无电梯,6,2009,低楼层,300,32465
15447,左邻右里 ,4室2厅,129.63平米,南,其他,无电梯,6,2010,高楼层,350,27000
15448,金港花园 ,2室2厅,90.04平米,南,其他,无电梯,6,2002,低楼层,210,23323
